host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
6803612,0,21,0,60,4,3,0
54892756,0,20,0,75,4,1,0
14438618,0,6,1,99,1,31,345
8048669,1,7,0,100,2,16,6
6049738,1,19,0,95,4,9,0
83627325,2,39,1,249,1,6,365
42691960,1,2,0,33,4,9,0
25543706,1,2,0,80,2,93,215
54743212,0,12,1,160,14,4,0
43585545,0,6,0,50,1,25,28
92110601,2,39,0,50,2,7,0
19918057,0,24,1,100,2,1,0
74179880,0,70,0,33,3,101,323
83147028,0,15,0,100,1,16,365
62126843,0,12,1,60,10,1,0
92193254,1,8,0,97,3,96,134
4064681,1,4,1,164,1,8,0
72838963,2,46,1,66,1,94,180
47219202,1,2,1,199,2,15,54
16300594,0,12,0,52,5,57,104
71379648,0,21,0,62,3,7,0
32507569,1,1,1,200,6,23,89
40223194,1,2,0,75,2,3,0
767764,1,7,1,200,3,31,51
11427836,0,22,1,160,2,18,0
92324633,1,4,0,100,2,7,32
92325527,0,12,0,100,2,124,58
19544315,1,30,0,58,1,1,0
46220101,0,12,0,120,3,2,149
69029231,2,49,1,95,3,89,259
21426910,0,67,1,150,2,145,35
2140246,0,15,1,95,3,10,188
92441472,0,6,0,37,2,1,0
1385016,0,21,0,75,5,4,88
82715129,0,6,0,67,2,87,60
11272233,0,15,0,59,1,7,189
92481239,1,8,1,160,3,4,2
92493393,3,158,1,125,2,96,362
14614459,1,4,0,50,3,14,0
92509632,0,100,1,80,2,83,0
43853650,0,6,1,225,4,112,136
92520154,1,7,0,180,1,319,57
9060571,1,8,0,100,1,86,34
15724675,2,31,0,105,2,9,0
7917247,1,28,1,125,2,102,35
51550484,2,124,0,47,2,25,152
40236384,0,24,0,60,1,19,0
3979831,1,28,1,195,2,90,134
90043913,2,56,0,60,2,2,34
88398053,1,52,0,99,2,5,0
80782387,1,68,1,300,3,11,0
40611169,0,33,1,250,1,62,178
1772952,1,19,1,105,4,18,0
31307789,2,162,2,27,2,16,365
22388424,2,44,0,42,3,6,52
20707006,1,4,0,100,4,1,0
9390190,1,27,0,120,1,9,89
1319462,1,9,1,199,3,19,11
92690603,1,45,0,85,3,49,2
24676472,0,82,2,50,1,1,0
92720308,0,22,0,120,1,87,313
25161779,0,12,1,160,3,2,0
9390190,1,27,0,120,1,25,89
9390190,1,27,0,120,1,24,89
9390190,1,27,2,100,1,51,82
12368999,0,3,0,72,1,2,0
92002479,0,21,0,72,1,96,365
77722758,1,52,1,200,1,4,0
29480857,0,21,0,48,2,11,0
92602590,0,6,1,95,2,27,0
46564548,1,77,1,800,13,2,173
91280958,1,27,0,49,3,1,0
20480059,0,13,0,65,4,48,0
43599290,1,27,0,129,2,26,89
60968776,0,12,0,113,3,27,37
48630747,2,37,1,100,1,197,342
39543399,0,16,1,175,3,29,282
9977688,0,6,1,575,4,6,179
18198110,0,21,1,135,2,6,0
74974718,1,1,0,200,5,41,333
92333417,0,6,1,152,3,132,321
92872782,2,83,1,140,2,115,298
90864500,0,79,1,800,1,1,364
4611487,1,28,0,95,4,101,49
493093,1,14,1,215,3,88,200
92963740,0,79,1,140,2,83,7
64161144,1,4,1,100,2,9,0
50374022,0,12,0,100,3,2,0
92986768,0,146,1,94,3,5,0
3274903,2,39,0,76,3,9,112
20616761,2,39,1,150,2,51,329
39942789,1,19,1,195,2,48,344
92067070,1,1,1,500,1,5,361
26434803,0,21,0,45,10,1,0
27673980,2,37,0,50,1,54,78
17540607,1,19,1,295,4,2,0
93044732,0,6,0,65,1,3,0
93044932,1,14,1,90,1,80,73
9030453,1,2,0,71,5,6,305
322716,0,15,1,155,7,19,333
16795575,2,37,0,40,1,6,0
32597915,0,6,1,50,2,4,0
93148942,0,21,0,50,1,9,0
40222216,0,6,1,136,2,7,255
84403365,1,28,0,65,1,1,0
83611652,0,16,1,200,1,4,20
7128634,0,15,1,148,2,16,0
34252002,1,64,0,100,2,10,0
7675569,0,21,0,90,2,5,0
21327336,0,38,1,239,2,10,11
2909294,1,9,1,150,1,23,14
4289248,1,19,1,300,2,22,8
45748188,1,45,0,60,2,20,0
91466201,1,2,1,200,3,25,89
93316008,2,44,0,50,5,2,280
92720308,0,22,0,100,1,134,307
93335548,2,44,1,50,3,111,65
24140532,0,6,0,50,3,86,0
93373413,1,1,1,198,2,22,8
1352304,2,62,1,200,3,24,131
93392260,0,70,0,55,5,27,42
93441980,3,196,0,80,1,38,308
10459594,1,8,1,165,3,2,0
36435055,1,11,1,415,2,57,22
1445618,1,43,1,235,3,3,0
75463219,2,63,0,99,1,26,284
87848042,1,7,1,180,7,17,5
107675,0,22,1,100,3,4,69
71093067,0,15,0,88,1,8,0
60852834,0,20,0,56,1,154,44
15670189,0,6,1,98,2,6,9
51752700,0,15,1,93,3,48,3
93691661,1,30,0,60,2,73,136
93699493,0,6,1,250,3,41,30
7216016,0,12,1,225,2,51,0
37821056,0,24,1,400,14,2,90
7848317,0,17,1,130,2,5,0
11227830,0,12,1,249,2,43,38
24421177,4,59,0,30,2,56,38
93743081,0,6,0,60,1,204,163
92720308,0,22,0,80,1,97,286
93839620,1,7,0,129,1,133,61
2809938,0,97,2,250,2,37,83
71176668,1,2,0,110,2,26,280
32545798,0,12,0,75,2,8,0
93020402,1,2,1,129,3,67,0
60904698,1,28,0,75,1,3,0
59839625,2,39,1,105,2,48,13
69711528,4,133,0,49,3,25,0
11293255,0,6,0,215,3,3,0
55547933,1,18,1,85,3,4,0
5792120,0,21,1,102,1,44,38
32357900,4,115,0,85,2,16,0
94039418,0,21,0,25,2,1,0
94044308,1,30,0,41,2,57,0
14564237,0,12,1,280,10,5,0
75310263,1,7,1,165,5,1,0
91445933,1,71,0,40,1,163,102
94087334,1,8,0,120,1,20,81
21679450,1,2,0,60,7,4,0
93368072,0,84,0,70,1,174,109
94118056,1,30,1,130,3,10,188
67126282,0,6,0,80,1,4,0
41177070,0,12,1,145,3,96,0
7903711,1,28,1,260,2,8,0
16586817,0,6,1,86,4,55,17
94196548,1,28,1,219,1,5,0
7848317,0,17,0,90,2,3,0
94219511,1,2,0,70,3,3,0
9171744,1,4,0,85,2,87,1
11685844,2,56,1,125,5,2,0
94263025,0,21,0,60,1,11,0
8547368,1,28,1,225,2,84,27
94265445,0,100,1,100,2,161,327
24805685,0,16,1,218,2,117,226
49508002,0,21,1,200,3,6,194
16686968,1,2,0,55,2,114,270
33799659,0,12,0,90,3,17,4
2260600,0,21,1,105,5,26,269
26502234,1,2,1,195,7,28,285
4025366,0,12,1,150,2,14,363
28220309,1,28,1,185,4,2,0
24140532,0,6,0,50,3,63,291
94404356,0,20,0,70,1,39,15
10162189,2,56,1,180,4,45,351
74331597,2,85,0,65,2,74,174
57049951,1,2,0,69,2,100,345
65359432,2,56,1,500,3,3,0
344035,0,29,0,40,1,168,309
94467583,2,183,1,85,2,31,142
141914,1,68,1,250,1,3,312
91545870,1,28,1,69,1,99,42
23208658,1,4,1,270,3,70,255
92596736,2,81,0,53,3,2,358
94513501,0,6,1,100,3,33,166
24489871,2,63,0,52,1,14,249
310670,4,58,1,299,2,2,358
94553067,4,136,0,43,4,10,88
94555248,0,54,0,50,1,35,365
91997718,0,21,0,70,1,109,364
62345,0,10,0,78,1,80,30
94555248,0,54,0,50,1,43,266
50688724,0,12,0,60,3,76,89
440145,1,102,1,150,2,8,58
94707512,2,95,0,75,1,212,164
4522961,0,79,1,150,4,123,101
37333386,1,7,0,129,1,98,27
20317929,1,8,1,220,2,24,207
94782931,0,15,1,105,1,7,6
37723496,0,40,0,125,2,98,164
64065593,1,1,0,378,2,1,285
61675294,2,56,0,61,2,15,0
61140228,0,21,0,75,2,2,0
94820583,1,14,0,80,5,2,0
93350397,0,12,1,259,1,157,155
26924376,2,95,1,70,5,17,331
94864882,0,12,0,60,1,1,0
46073068,2,25,0,65,3,37,18
8344620,1,19,1,180,3,10,0
5957027,0,15,1,180,2,126,74
52577963,2,129,0,45,5,15,238
78022684,1,1,0,112,2,1,0
6250141,1,8,1,168,1,138,32
46483041,0,20,1,130,1,13,0
9671470,1,2,1,199,4,6,0
3416935,1,2,0,60,1,5,5
94975490,1,8,0,85,2,19,0
94974597,1,8,0,99,3,123,246
1207773,0,12,2,37,1,12,362
144705,0,0,0,40,1,1,0
62587696,0,34,0,45,2,97,80
9472223,1,2,1,77,5,19,1
8048355,1,4,0,55,7,3,215
69117812,2,162,0,60,1,105,347
37435755,0,6,1,40,2,8,10
57023844,2,46,0,68,3,16,359
95045653,0,6,0,85,7,1,0
84607966,2,39,0,55,1,168,322
84607966,2,39,0,45,1,134,308
84607966,2,39,0,50,1,143,323
16323240,2,39,1,54,3,29,0
74331597,2,85,0,70,2,125,365
79369918,1,19,1,249,5,24,17
83171661,0,10,1,90,6,2,0
57552512,1,1,1,584,5,89,179
8993084,0,6,0,55,2,41,83
8726843,1,4,1,350,3,85,175
95143048,1,19,1,99,2,41,23
42561290,0,70,0,45,2,38,159
15198834,0,22,1,88,4,8,0
20598700,0,21,0,40,1,5,0
16624745,1,5,0,115,1,15,7
95101238,2,95,0,65,2,41,353
95205288,1,1,0,110,4,32,167
24561882,1,52,0,150,2,36,13
2805553,0,12,1,249,6,49,0
83909332,1,64,1,225,2,15,0
29637078,0,6,1,195,2,128,93
72572525,2,56,0,90,3,6,10
45913415,1,2,0,64,3,97,272
73046105,0,15,1,105,2,4,0
43825948,1,18,0,79,4,26,238
2402292,2,25,1,155,2,95,309
8993084,0,6,0,99,3,20,90
95419310,1,7,0,140,2,105,0
92493393,3,158,0,69,2,56,355
33677512,0,12,0,95,3,29,0
4169040,0,12,1,150,4,12,5
3660702,1,14,0,110,1,200,60
7018895,0,123,1,85,2,132,244
5437444,4,136,1,76,7,24,0
5525273,1,2,1,399,3,1,364
95471771,2,46,0,79,1,5,179
2801522,0,21,0,41,4,4,189
77778146,0,35,0,85,1,2,189
74331597,2,85,0,65,1,98,180
49807429,0,24,0,54,3,169,136
7834564,0,15,0,60,4,2,14
95552798,0,12,1,250,3,19,7
24696055,0,16,1,125,14,10,20
17423162,1,43,0,80,5,1,0
43299076,1,2,1,105,2,3,0
63913582,0,79,0,60,2,34,181
85202728,2,180,0,239,3,11,135
7694993,0,20,1,200,3,8,0
23303311,1,7,1,250,3,1,158
95599073,1,27,1,200,3,79,28
16641600,0,79,0,75,10,13,302
95608415,1,23,1,225,1,2,0
22772389,1,8,0,110,2,41,89
22611054,2,106,0,75,2,8,67
95623284,4,144,0,40,3,1,179
278624,0,13,1,100,3,26,0
19983675,0,6,0,55,2,3,0
9280524,1,8,1,185,2,1,0
95467310,1,1,1,165,3,57,157
3186019,0,32,1,188,2,25,30
25262268,0,6,1,140,3,62,275
95727501,2,25,1,115,2,5,66
64821734,0,15,1,150,2,16,35
79321760,1,2,1,300,4,69,110
39300337,1,5,0,132,4,10,364
82143608,1,4,0,95,1,78,74
39300337,1,5,0,85,5,3,364
95765103,0,73,0,65,3,14,156
95766078,0,6,1,150,2,66,55
36893255,0,12,0,100,4,12,0
31070690,1,30,0,119,2,12,124
87565263,1,7,1,200,3,170,82
24155326,0,15,1,90,1,222,32
8832035,1,26,1,163,2,9,0
87073939,0,6,0,68,2,92,139
15239415,0,76,1,100,3,54,61
4811900,2,49,0,70,2,59,232
95886123,2,56,0,90,1,43,331
23089531,1,19,0,100,2,74,62
658618,0,21,0,65,1,23,290
95913669,2,126,0,46,1,1,0
92237522,0,22,0,40,3,28,54
50546859,0,21,0,80,1,19,88
95939781,1,5,1,249,1,1,0
14409957,1,28,0,110,3,7,0
95949907,2,44,0,48,1,6,158
17840677,0,15,0,50,2,77,3
95936966,2,63,0,59,3,9,95
78022684,1,1,0,149,2,24,0
95958773,0,82,2,35,1,34,343
74179880,0,70,1,85,3,33,356
48814097,1,30,1,120,4,13,42
79289737,1,14,0,180,1,205,90
96024343,1,68,1,299,1,103,335
6103075,0,12,0,60,14,1,341
75458749,0,22,0,45,3,2,0
23495738,0,79,0,50,1,49,90
1903495,0,12,1,151,2,13,188
7202412,1,2,1,160,5,102,118
6314010,0,20,0,55,2,51,0
13442714,1,27,0,120,3,21,82
96098402,1,1,0,699,3,4,365
37821056,0,24,0,65,7,2,364
1103252,0,20,0,130,1,104,146
39575635,0,21,0,70,1,15,0
84558839,0,164,1,130,2,73,330
893136,0,24,1,98,2,4,0
345252,0,15,1,120,5,3,0
96186778,0,12,0,75,3,72,56
96222132,0,79,0,60,1,25,52
33346283,1,2,0,40,5,19,316
96222132,0,79,0,60,1,34,294
21142670,1,4,2,95,1,7,179
91425821,1,64,1,124,2,1,0
156959,0,33,0,90,4,1,0
96222132,0,79,0,70,1,23,325
96341353,3,41,1,150,1,23,336
53309031,1,4,1,93,2,38,0
50860659,2,44,0,80,7,5,188
10973901,2,139,0,76,2,23,178
2390711,0,13,1,130,10,1,0
96368935,1,26,0,89,3,3,0
96301426,0,24,0,50,2,2,0
96413175,1,19,1,150,9,4,0
96424121,2,85,0,85,1,48,180
19694796,0,0,0,45,2,4,0
20309915,0,12,1,170,2,94,78
38790056,0,197,1,85,1,38,36
64065593,1,1,1,462,2,3,299
64065593,1,1,0,198,2,30,333
64065593,1,1,1,198,2,16,263
96335626,2,129,0,43,3,69,283
95471771,2,46,0,65,1,3,179
68538563,0,84,0,41,2,8,0
33936240,1,7,0,89,5,1,0
33612454,0,6,0,80,2,106,47
2222500,1,28,0,80,5,9,118
24201188,2,56,0,75,4,87,57
96098402,1,1,0,749,2,5,365
96098402,1,1,0,799,4,3,365
96098402,1,1,0,599,3,8,365
95572265,0,6,0,75,3,18,311
46576732,1,30,0,79,1,7,0
96098402,1,1,0,699,3,3,365
96098402,1,1,0,499,3,12,365
96591454,0,54,1,175,3,71,162
96341353,3,41,0,110,1,20,337
3360346,0,12,0,50,14,54,86
95765103,0,73,0,50,3,15,211
50207365,0,6,0,50,2,5,0
96098402,1,1,0,799,3,2,365
96098402,1,1,0,499,3,7,365
49645950,1,27,1,189,2,136,30
96098402,1,1,0,649,2,13,365
96098402,1,1,0,799,4,3,365
10920393,1,52,1,275,2,5,0
1317884,1,8,0,100,2,45,83
33614329,0,21,1,95,1,81,193
4071035,1,60,1,140,3,137,154
89386217,1,9,0,75,1,318,51
31616043,1,2,0,65,4,42,10
2118206,1,30,0,33,10,5,44
12334451,0,12,1,350,2,19,179
85923274,1,23,1,214,2,15,17
59488330,0,21,0,40,2,21,185
19177308,0,21,0,39,2,104,174
17125263,1,4,0,75,3,54,271
79738498,1,2,0,100,2,12,0
33064599,1,8,0,49,1,56,326
10777266,0,29,1,185,3,109,269
48107620,0,12,0,100,3,9,0
22129681,0,33,1,130,4,8,0
12008116,1,28,1,375,1,16,110
96978953,0,24,0,125,2,27,136
24273714,0,12,0,85,1,31,279
28458209,1,2,0,59,3,49,203
1022070,0,12,1,250,2,6,0
96867847,1,1,1,175,2,10,0
8402190,0,20,0,99,2,38,89
27803037,1,26,1,175,3,20,0
30499687,4,134,0,77,2,9,0
26830685,1,27,1,850,3,32,262
2742827,1,26,1,128,2,5,0
97086824,2,152,1,49,1,434,102
38965064,0,111,1,83,7,1,0
219970,0,15,0,80,2,3,0
68746033,0,6,0,80,1,2,0
97166562,1,68,0,82,1,88,14
95796044,4,65,0,68,1,6,87
97243693,1,5,1,200,3,62,49
97122846,0,54,1,75,3,109,232
2764786,1,14,0,120,1,18,0
60085031,1,1,1,125,2,9,0
97300191,2,31,1,110,2,9,8
35433522,0,12,1,349,5,5,0
24385779,1,64,0,85,2,5,0
97323051,0,29,0,66,3,3,0
52997121,2,46,0,75,1,45,8
27227850,0,10,1,144,1,32,0
7850260,1,2,1,550,1,2,88
21594748,1,45,0,110,2,5,0
11757212,0,21,0,51,1,45,351
89388277,1,23,0,118,1,2,0
96341353,3,41,0,70,1,60,336
89388277,1,23,0,118,1,3,0
4360212,0,12,1,135,2,22,5
64065593,1,1,0,252,2,3,324
76192815,1,9,1,300,1,23,364
25843005,2,56,0,49,2,108,20
94536810,4,136,0,40,5,65,328
97441717,0,22,0,65,3,1,0
39054866,0,12,1,160,3,1,0
97454026,1,30,0,60,2,60,60
92195100,4,136,0,35,1,114,0
11018460,0,12,0,125,5,15,288
2910527,0,13,1,150,2,4,0
77778146,0,15,0,75,1,13,311
27336207,1,68,1,120,5,8,0
28717495,1,43,1,199,2,1,0
97536353,2,106,0,60,3,3,0
97538710,0,13,0,88,1,82,67
7139819,1,14,1,179,3,3,0
219320,1,2,1,120,1,4,0
97631810,2,103,0,50,1,218,153
2657430,1,14,0,110,7,3,0
9049657,0,21,1,390,1,131,321
96098402,1,1,0,269,3,8,365
15636131,1,28,1,150,7,12,32
93202618,0,21,0,45,1,7,0
47617616,2,25,0,105,4,10,70
96424121,2,85,0,55,1,71,365
77665938,2,126,1,105,1,92,316
84684940,0,22,0,75,3,65,335
12573650,0,21,0,38,1,11,0
77010815,4,141,0,50,3,22,342
97779735,0,12,0,70,7,15,292
22534244,2,31,0,85,1,42,364
97794621,2,39,0,70,1,76,76
31932014,1,8,0,85,2,8,89
114590,0,12,1,180,3,7,54
97808036,1,2,1,600,4,16,96
42325192,1,2,0,75,3,11,14
97822063,2,85,0,47,3,2,56
3998751,0,17,1,300,2,6,16
97825348,2,106,1,150,2,20,76
97842006,1,14,1,225,1,51,9
97763801,2,56,1,149,4,5,66
30702769,1,9,0,100,1,154,233
97853468,4,169,0,59,14,13,340
1862880,1,27,1,245,2,44,0
57954964,1,18,0,50,2,7,155
32707981,1,19,0,120,2,5,0
16390627,1,28,0,55,8,1,0
1407676,0,12,0,110,1,102,267
5654072,0,22,0,150,3,10,0
5654072,0,22,0,71,3,20,0
67097911,1,14,1,300,2,7,0
10109204,0,21,0,65,2,3,0
76184970,0,12,1,408,3,88,267
51007432,1,28,0,78,1,73,1
1454772,0,6,1,95,3,48,338
98053423,1,2,0,99,1,31,123
97833986,1,8,0,77,4,93,115
3485640,1,30,1,120,3,4,7
2431238,0,6,1,125,3,93,13
30494687,1,2,0,90,3,3,0
33991916,0,22,0,86,2,53,324
30384194,2,56,0,99,3,47,176
7610841,1,8,0,115,2,72,275
20862571,0,15,0,32,2,1,0
8903368,1,2,0,100,1,3,0
98297464,0,75,1,95,6,20,141
16810685,1,52,1,183,1,173,271
98308046,0,21,1,150,2,110,152
1774499,0,21,0,75,3,2,0
98341498,0,21,1,150,4,77,258
7055854,1,4,0,1500,4,1,188
3002077,0,12,1,500,7,5,106
37435847,1,4,1,100,1,73,0
52997121,2,46,0,70,1,29,8
7025954,1,19,0,99,3,11,0
56065753,0,6,1,80,1,5,0
98485181,0,6,0,79,2,16,173
14295824,1,19,0,80,4,7,0
20368225,1,2,1,200,2,102,101
63746890,0,6,1,100,3,92,4
22525595,1,11,1,200,2,28,66
46221302,1,8,0,95,6,4,0
86592511,0,34,1,135,2,19,35
897121,1,23,0,85,1,135,8
1475812,1,64,1,275,2,32,41
8113117,0,12,0,80,2,181,52
28007844,1,1,0,108,1,1,0
98714463,1,7,0,110,3,94,26
98810918,2,25,0,95,3,56,50
98816024,0,12,0,95,3,24,5
98828133,0,15,1,160,2,129,220
21600813,1,2,0,50,2,28,0
5053976,0,6,0,45,7,14,364
25549229,0,12,0,101,1,91,12
98853519,1,8,1,174,4,12,0
7157161,0,12,0,90,1,2,341
2807776,0,22,0,65,2,69,60
48804458,2,44,1,94,6,96,48
98726662,0,73,0,39,2,66,62
98726662,0,73,0,39,3,18,1
96892684,1,30,0,65,1,113,266
14016646,1,52,0,100,5,18,0
2000143,0,32,1,100,3,24,2
49699620,1,28,0,100,7,13,0
57696968,2,160,0,29,1,73,0
26328087,0,12,1,150,10,4,93
5664607,0,20,0,110,2,3,2
11082833,2,56,1,80,2,1,0
67619393,2,162,0,37,3,30,48
8977158,0,33,1,175,2,129,206
7610841,1,8,1,375,2,40,285
4970150,1,8,1,249,2,18,0
65147357,1,4,0,80,1,15,0
17849213,0,12,0,90,1,52,52
27506975,0,12,0,90,2,1,0
35648363,0,32,1,250,2,119,230
73373504,1,14,1,180,2,134,70
10238963,0,90,1,95,3,7,0
96996010,1,5,0,205,1,23,363
37694131,0,24,0,87,1,11,361
64205687,1,7,0,69,4,126,163
30116728,1,28,1,125,5,1,0
99108929,2,39,2,30,7,4,206
25010766,0,6,1,150,2,61,0
37579015,1,7,0,98,1,42,126
1475812,1,64,0,130,2,123,59
60437472,2,37,1,122,3,32,84
41393276,0,22,2,40,1,48,17
11304670,0,15,0,29,5,3,206
99139601,4,98,1,100,2,170,83
32545798,0,12,0,90,1,1,0
22789212,2,25,0,99,2,4,0
48909179,1,2,0,49,2,55,26
58254001,1,8,0,80,3,17,129
99205045,4,59,0,60,3,2,363
99202586,3,172,0,79,2,21,355
26073602,1,4,1,145,2,101,0
99235017,0,79,1,138,3,74,83
44350279,1,68,0,90,2,87,242
4047395,0,3,1,95,14,5,186
21105084,1,2,2,65,1,23,0
12063606,0,15,1,90,9,7,0
92708653,0,6,1,130,3,34,147
1419062,0,24,0,70,2,48,72
46322461,0,12,0,100,1,7,0
99274925,0,75,2,40,1,24,89
71176935,2,124,0,33,1,20,86
82854298,2,107,0,39,1,64,0
13069275,1,2,0,75,1,19,358
36861300,0,21,1,70,2,72,146
20534715,0,12,1,250,3,16,3
99392252,0,6,0,65,1,194,0
1093220,0,21,0,40,5,19,0
99392252,0,6,0,50,1,186,0
25673940,2,25,1,78,3,5,0
99392252,0,6,0,50,1,171,0
75458625,2,39,0,72,3,9,365
75458625,2,39,0,108,3,36,356
75458625,2,39,0,108,3,6,29
10711869,0,113,1,170,2,21,8
90860,0,6,1,125,2,118,68
99434002,1,19,1,149,2,88,76
19977987,0,21,1,125,1,12,0
31627488,0,12,1,70,1,86,192
7765138,1,28,1,120,2,13,0
14010411,0,29,0,149,3,4,0
31661494,1,5,0,150,2,74,112
390117,1,11,0,250,3,8,0
728477,1,77,1,375,5,3,296
26943880,0,12,0,80,3,6,0
4579626,0,16,0,45,1,45,77
28786801,0,21,0,65,1,3,0
23895443,1,2,0,99,1,2,35
7529823,0,15,0,45,2,109,131
99552750,1,28,1,190,4,83,104
72596124,2,83,1,80,1,202,143
39461895,1,64,1,229,10,9,137
32052000,0,164,1,55,4,91,215
99539943,1,1,0,189,1,4,365
99629743,0,3,1,449,2,78,347
99643776,1,23,1,250,3,41,147
43718548,1,18,0,52,3,16,0
99651727,4,98,1,120,2,26,260
10703290,1,28,0,90,2,61,0
39837217,0,21,0,74,3,16,131
99665419,1,27,1,75,4,9,0
1486872,0,34,1,147,5,85,0
30047867,0,6,0,50,2,3,0
24634123,1,19,1,250,5,1,0
2276763,1,2,0,40,5,3,0
1098809,1,14,1,200,3,41,1
10966079,0,12,0,80,4,116,133
8338942,1,64,2,65,1,8,0
90771408,0,10,0,70,1,30,297
96148809,0,6,1,150,2,100,0
96595601,1,1,1,135,3,21,0
99804239,2,81,0,51,2,100,296
99865195,1,8,1,335,4,59,263
8940513,0,16,1,198,7,43,241
94945743,1,23,0,120,6,3,0
98726662,0,73,0,39,2,26,101
94100727,2,121,1,87,2,36,0
30380688,0,21,1,145,2,142,218
6051934,3,186,0,80,1,7,358
6119933,0,12,0,90,2,2,0
5503249,0,6,1,125,7,29,347
59909443,0,6,0,75,3,5,145
27443229,1,9,1,140,2,43,0
74442807,0,21,0,2000,5,1,0
84141567,2,126,0,75,1,1,173
99392252,0,6,0,61,1,181,0
11845677,0,3,1,160,2,97,68
24880134,0,29,0,69,14,7,0
14482375,0,20,0,199,3,20,0
100718,0,3,1,95,1,13,0
97521826,0,6,0,120,3,1,179
53301314,1,4,1,200,3,58,152
6521189,0,12,1,190,5,18,5
20915650,1,4,0,65,7,1,0
100107219,0,6,1,160,2,68,48
100113704,1,28,1,235,4,75,151
84562269,2,61,0,35,2,5,0
2500106,0,3,0,65,2,18,0
100128949,2,25,0,55,14,20,2
24297098,1,9,1,100,6,1,0
100197679,1,1,1,195,1,2,351
100202479,0,6,1,100,3,86,25
7149725,0,21,1,185,5,2,0
23955743,0,16,1,135,1,12,0
8598491,1,19,1,175,2,27,63
40991179,0,12,1,345,3,13,9
12214869,0,22,1,275,2,102,276
437960,1,1,0,230,8,4,87
12126100,0,12,0,85,2,26,221
10608644,0,6,1,130,3,10,89
6588016,2,25,1,79,3,43,105
37907767,1,28,0,110,1,1,0
96424121,2,85,0,63,1,63,363
55948559,4,181,0,35,1,117,34
66602200,0,16,0,100,2,131,126
80379,1,11,0,120,1,107,83
100401692,0,54,1,90,3,53,201
100421535,1,27,1,350,5,2,0
8962305,1,23,0,90,5,10,20
17301301,0,12,1,110,2,11,0
1427352,0,6,0,40,2,2,0
2456412,0,12,1,200,2,3,0
97536353,2,106,0,60,1,5,158
1781401,0,6,1,155,4,44,98
15055897,0,3,0,75,2,1,0
82854298,2,107,0,47,1,63,0
263882,0,6,1,139,2,151,284
68787921,0,6,0,39,3,33,146
515095,0,33,0,79,2,74,45
62605071,0,193,0,95,1,76,163
100586983,0,70,1,93,1,209,86
24346282,0,16,0,71,7,12,0
96101938,0,21,1,88,2,19,0
78276061,0,35,0,55,2,39,247
74815132,1,8,1,115,5,5,0
19313463,0,17,1,75,5,25,6
5598880,1,8,1,135,7,7,99
23744032,1,11,1,209,2,157,16
95623010,1,8,1,185,2,145,215
100721907,1,14,0,78,3,87,44
100746171,1,19,1,129,3,76,74
100757200,0,90,1,126,1,188,295
42986446,0,6,1,229,2,8,0
43227390,1,19,0,110,3,7,0
9329143,1,4,1,170,6,3,0
84841205,2,56,0,55,4,104,53
17328624,0,24,1,200,5,9,166
16641743,1,19,1,140,7,1,0
100829279,1,1,1,210,1,202,211
87393824,2,198,0,65,1,16,0
76667674,1,28,1,186,2,109,77
3270460,0,24,1,100,5,54,0
11742138,0,22,1,250,4,3,35
72029809,0,6,0,89,5,1,0
531006,1,8,1,180,4,9,0
100970583,2,129,0,50,4,82,215
18727732,0,12,1,160,3,12,0
100971588,4,42,1,75,4,37,26
57125089,0,6,1,119,2,152,14
14422390,2,56,0,49,1,12,0
36743809,0,12,1,300,2,2,310
1475812,1,64,0,140,2,66,44
8977158,0,33,1,199,2,116,230
62256292,0,6,1,125,3,91,78
21640001,2,87,1,95,2,7,345
20691787,0,20,0,60,1,92,0
68094795,1,28,1,249,3,55,1
101131690,1,7,1,175,1,22,12
101131904,1,2,0,40,2,59,39
2305944,0,24,1,79,5,48,0
22067387,1,50,1,236,1,23,0
86408170,1,14,0,120,1,1,0
19282734,0,6,1,120,3,117,232
8832456,0,0,0,54,1,132,70
8164085,2,44,0,56,2,9,80
30653537,1,4,0,60,1,8,0
22963797,0,12,0,90,2,73,338
2394687,0,12,1,260,1,1,88
62641421,1,28,1,125,2,8,0
101262037,2,25,0,65,1,5,66
11262790,0,20,0,55,5,3,0
3137269,0,15,1,130,3,7,0
101276529,2,37,0,96,1,73,343
1314045,0,12,0,109,1,228,326
1314045,0,12,0,99,1,220,352
48282875,0,12,0,55,3,4,0
97186572,1,11,1,300,1,59,73
59962617,1,19,0,155,1,1,0
20414163,1,2,1,133,4,23,5
57812046,0,22,1,180,3,5,0
62413233,0,6,1,135,4,9,0
101378990,1,1,0,179,1,4,337
26504092,1,2,1,100,3,2,0
34061867,1,28,0,100,2,17,4
9864136,0,21,0,45,1,2,250
1446988,1,19,1,250,4,12,3
1407676,0,12,0,350,1,19,244
2134232,1,77,0,95,1,22,0
78832142,1,28,1,218,2,60,305
101435219,0,6,1,176,2,80,197
50145118,1,2,0,89,1,3,0
10773304,1,23,1,160,3,90,147
101113595,0,6,0,89,2,2,0
101493347,4,88,1,79,3,18,5
37447483,1,2,0,70,3,62,73
7728010,0,6,0,63,5,9,342
34875504,0,21,0,63,2,20,0
18192996,2,49,0,55,1,5,0
